event_name,description,object_name,event_time,orbit_number,periap_time,event_data
APOAPP,Apoapsis w/ Orbit Period,BENNU,2021-012T10:28:17.160,47,+00000T13:27:47.833,{"event-data":" 1.051817796873387E+00 1.225023464159868E-01 1.800000000000000E+02 1.193296760928224E+02 2.778326159159754E+01 2.533525445646276E+02 1.211854966535410E+02 7.056167055435326E+01 2.616147893596527E+02 3.348508412943102E+08 9.570897471228708E-01 9.693566586253111E+04 "}
SPOLEX,South Polar Minimum Slant Range Crossing,BENNU,2021-012T13:28:11.353,47,+00000T16:15:28.051,{"event-data":" 9.155599470734335E-01 "}
AEQUXT,Ascending Equator Crossing w/ True Solar Time,BENNU,2021-012T22:05:15.858,47,+00000T22:39:16.468,{"event-data":" 1.393107612048397E+02 08:49:43 "}
PERIAP,Periapsis,BENNU,2021-013T00:02:10.745,47,+00000T01:00:27.408,{"event-data":" 1.867966216621403E-01 4.094164228940267E-01 0.000000000000000E+00 1.587512304465543E+02 1.953188381392294E+02 3.246164567608612E+02 6.122206302420825E+01 8.192328831592754E+01 1.935616635664602E+02 3.346625365073406E+08 4.271504960015049E-03 1.143387987679982E+02 9.586328472268134E+01 "}
EOCCSB,Begin Surface Geocentric Occultation,MOON,2021-013T06:31:11.290,0,+00000T00:00:00.000,{"event-data":" 1.846426263854736E+02 -4.056489597316624E+00 "}
EOCCSE,End Surface Geocentric Occultation,MOON,2021-013T07:17:17.255,0,+00000T00:00:00.000,{"event-data":" 1.842463766016960E+02 -4.056639789304094E+00 "}
APOAPP,Apoapsis w/ Orbit Period,BENNU,2021-015T17:02:38.370,0,+00000T00:00:00.000,{"event-data":" -1.467240797731627E+00 5.792939403929128E+01 1.800000000000000E+02 2.941122681651930E+01 5.272109767350226E+01 3.465691711444027E+02 1.532820952825125E+02 1.456093633152486E+02 9.002268330654337E+01 3.337300369459742E+08 8.329096087407835E+01 0.000000000000000E+00 "}
DEQUXT,Descending Equator Crossing w/ True Solar Time,BENNU,2021-033T03:35:07.626,0,+00000T00:00:00.000,{"event-data":" 1.922702637013745E+02 13:32:59 "}
PERIAP,Periapsis,BENNU,2021-049T00:23:11.137,0,+00000T00:00:00.000,{"event-data":" -1.544590897376469E+00 3.507080029316030E+01 0.000000000000000E+00 4.112053283866628E+01 8.739486598519007E+01 9.805035587159816E+01 1.396315395249770E+02 1.737356556957761E+02 2.698722932159292E+02 3.192113357245095E+08 5.238732982660517E+01 1.388231959597880E+02 1.061270152498378E+02 "}
SPOLEX,South Polar Minimum Slant Range Crossing,BENNU,2021-055T09:37:42.125,0,+00000T00:00:00.000,{"event-data":" 5.920933239380698E+01 "}
